Title,Named-entity,Frequency
Selena Gomez,ref meta,1
Selena Gomez,james franco film,1
Selena Gomez,september 3 2016,1
Selena Gomez,james franco,2
Selena Gomez,john steinbeck,2
Selena Gomez,1201419696,1
Selena Gomez,month,4
Selena Gomez,november 2017,1
Selena Gomez,canadian,3
Selena Gomez,lanez,1
Selena Gomez,cat s debut,1
Selena Gomez,september 2016,1
Selena Gomez,20161003144401,1
Selena Gomez,october 23 2018,1
Selena Gomez,dana rise,1
Selena Gomez,u s magazine,1
Selena Gomez,2016 2016,1
Selena Gomez,november 20 2016,1
Selena Gomez,ref cite news url https www billboard,1
Selena Gomez,february 4 2017,1
Selena Gomez,20170205091335,1
Selena Gomez,seventeen,1
Selena Gomez,14 2017,4
Selena Gomez,t social medium week later,1
Selena Gomez,february 16,1
Selena Gomez,thursday,2
Selena Gomez,1201620194,1
Selena Gomez,17 2017,3
Selena Gomez,jay asher,2
Selena Gomez,1201893972,1
Selena Gomez,fortunate s ref,1
Selena Gomez,april 28 2017,1
Selena Gomez,jeberg ref,1
Selena Gomez,16 2017,1
Selena Gomez,taylor,6
Selena Gomez,michael justin,1
Selena Gomez,2972879,1
Selena Gomez,michael issue,1
Selena Gomez,mtv news,3
Selena Gomez,january 17 2017,1
Selena Gomez,ref jacob kasher ref idolatorsg2 ref cite web url http www,1
Selena Gomez,7659080,1
Selena Gomez,mike,1
Selena Gomez,7662557,1
Selena Gomez,35205,1
Selena Gomez,15797910,1
Selena Gomez,july 2019,1
Selena Gomez,853680,1
Selena Gomez,18 2017,1
Selena Gomez,70s,2
Selena Gomez,1013445,1
Selena Gomez,july 13 2017,1
Selena Gomez,article news 7857995,1
Selena Gomez,gomez gucci,1
Selena Gomez,gucci,1
Selena Gomez,tatiana,1
Selena Gomez,august 2017,1
Selena Gomez,1202519847,1
Selena Gomez,allen film website variety magazine,1
Selena Gomez,september 11 2017,1
Selena Gomez,stephanie eckardt,1
Selena Gomez,allen s rainy,1
Selena Gomez,october 19 2017,1
Selena Gomez,wolf,1
Selena Gomez,october 25,2
Selena Gomez,ref cite news fernandez celia title,1
Selena Gomez,44165698,1
Selena Gomez,october 23 2017,1
Selena Gomez,october 21 2017,1
Selena Gomez,ref ref cite magazine url https,2
Selena Gomez,october 25 2017,1
Selena Gomez,gomez song ref cite,1
Selena Gomez,8455432,1
Selena Gomez,july 2018,1
Selena Gomez,ref cite magazine url https,3
Selena Gomez,2018 04,1
Selena Gomez,adam sandler,1
Selena Gomez,andy samberg,1
Selena Gomez,april 11 2018,1
Selena Gomez,s,1
Selena Gomez,joe jonas,1
Selena Gomez,ref ref cite news url https,1
Selena Gomez,442109002,1
Selena Gomez,truitt newspaper,1
Selena Gomez,today date march,1
Selena Gomez,hack,2
Selena Gomez,iduskbn1k32sy title,1
Selena Gomez,u s access,1
Selena Gomez,s song,1
Selena Gomez,cardi b,1
Selena Gomez,september 2018,1
Selena Gomez,ref cite magazine url https www billboard,2
Selena Gomez,latin 8475406,1
Selena Gomez,billboard suzette fernandez,1
Selena Gomez,10 2019,1
Selena Gomez,michael s,1
Selena Gomez,january 2019,1
Selena Gomez,february 2019,1
Selena Gomez,20201022032923,1
Selena Gomez,jim jarmusch s film,1
Selena Gomez,tilda,1
Selena Gomez,jim jarmusch,2
Selena Gomez,zombie,1
Selena Gomez,1127036,1
Selena Gomez,bill murray tilda swinton,1
Selena Gomez,s zombie,1
Selena Gomez,mia galuppo,1
Selena Gomez,date july,1
Selena Gomez,september 2019,1
Selena Gomez,september 17 2019,3
Selena Gomez,october 2 2019,1
Selena Gomez,ref cite magazine url https variety,1
Selena Gomez,1203338879,1
Selena Gomez,october 23 2019,3
Selena Gomez,kaufman gil magazine,1
Selena Gomez,october 18 2019,2
Selena Gomez,october 18 2019 ref day,1
Selena Gomez,album s,1
Selena Gomez,number 15,1
Selena Gomez,november 9 2019,1
Selena Gomez,8542511,1
Selena Gomez,november 4 2019,1
Selena Gomez,january 10 2020,1
Selena Gomez,2019 11,1
Selena Gomez,november 21 2019,2
Selena Gomez,22 2020 ref,1
Selena Gomez,later month,2
Selena Gomez,stephen gaghan ref,1
Selena Gomez,robert downey jr s,1
Selena Gomez,robert downey jr,1
Selena Gomez,1081896 date february 6 2018,1
Selena Gomez,february 7 2018,1
Selena Gomez,ref ref cite magazine url https variety,1
Selena Gomez,robert downey jr voyage,2
Selena Gomez,1202689859,1
Selena Gomez,dave mcnary magazine variety magazine,1
Selena Gomez,hbo,3
Selena Gomez,1202926235,1
Selena Gomez,1293298,1
Selena Gomez,rick porter,1
Selena Gomez,august 13 2020,1
Selena Gomez,sandra gonzalez,1
Selena Gomez,daniel singer,1
Selena Gomez,daniel s song,1
Selena Gomez,daniel song,1
Selena Gomez,9407650,1
Selena Gomez,october 18 2020,2
Selena Gomez,august,2
Selena Gomez,south korean,1
